_id;latitude;longitude;address;description;kategori;nama;Kota;Rating
93;-8,0644687;112,3300053;Jl. Semeru No.24, Babadan, Wlingi, Blitar, Jawa Timur 66184;Tempat wisata kuliner blitar yang selanjutnya akan kita bahas adalah sebuah tempat wisata kuliner yang bernama Ikan Uceng di Warung Barokah Pak Sabar. Tempat yang satu ini banyak menyajikan menu makanan seperti misalkan saja Ayam Penyet, Kare Ayam, Sayur Uceng, Lele, Ayam Panggang, Lele Penyet, Nasi Campur dan masih banyak lagi jenis makanan yang di sajikan di Ikan Uceng di Warung Barokah Pak Sabar ini.;kuliner;Ikan Uceng di Warung Barokah Pak Sabar;Blitar;4.3
94;-8,0906273;112,1697802;Jl. Dr. Wahidin No.91, Sentul, Kepanjenkidul, Kota Blitar, Jawa Timur 66113;Tempat wisata kuliner blitar yang berikutnya adalah sebuah tempat wisata kuliner yang di namakan Lesehan President Resto. Tempat wisata kuliner yang satu ini menyajikan berbagai masakan lezat seperti misalkan saja Ayam Masak Pedas, Ayam Rica-Rica, Ayam Mentega, Gurame Bakar, Ayam Asam Manis, Mie Goreng, Cap Cay Kuah dan beberapa menu sajian enak yang bisa menggoyang lidah anda bersama dengan keluarga.;kuliner;Lesehan President Resto;Blitar;4.3
95;-8,0797638;112,1712262;Jl. Ciliwung, Tanggung, Kepanjenkidul, Kota Blitar, Jawa Timur 66115;Menu baru yang kekinian! Yuk ajakin keluarga, teman2, makan disini, asiknya ramerame. pass pedas kuliner merupakan tempat yang biasa digunakan untuk nongkrong bersama-sama , dengan porsi makanan yang cukup besar.;kuliner;Pass pedas Kuliner;Blitar;4.1
96;-8,0941632;112,1679229;Jl. Kelud, Kepanjen Lor, Kepanjenkidul, Kota Blitar, Jawa Timur 66117;"Griya Kuliner bisa menjadi referensi utama bagi anda para pecinta kuliner internasional yang tengah berkunjung ke Kota Blitar.
Terletak di deretan ruko Jln. Wahidin yang berada di lokasi strategis di pusat Kota Blitar, Restoran yang mengusung konsep &lsquoThai and Chinese Food&rsquo modern ini layak dijadikan tujuan wisata kuliner dengan sensasi asam manis dan pedas ala Thailand dipadukan dengan menu Chinese Food modifikasi.";kuliner;Griya Kuliner;Blitar;4.5
97;-8,0966048;112,1716104;Jalan Jendral Sudirman Kota Blitar (Depan Polres Blitar) No. 14/11 Blitar., RT.03 RW.01, Kepanjen Lor, Kepanjenkidul, Kota Blitar, Jawa Timur 66117;Ketika mendengar kata sate, tentu dalam benak kita yang terlintas adalah makanan dari daging ayam atau kambing yang penyajiannya dengan cara ditusuk dan dibakar. Selain itu, banyak pula yang memikirkan kadar kolesterol tinggi untuk sate kambing.;kuliner;Wisata Kuliner Sate Tahu Langgeng;Blitar;4.4
98;-8,08411;112,176081;Jl. Ir. Soekarno, Sentul, Kepanjenkidul, Kota Blitar, Jawa Timur 66113;Kaos Blitar merupakan tempat penjualan grosiran kaos khas blitar;oleh-oleh;Kaos Blitar;Blitar;4.5
99;-8,06153;112,06273;Jl. Raya Mastrip, Srengat, Blitar, Jawa Timur 66152;"Pergi liburn merupakan salah satu hiburan yang sangat patut untuk di lakukan agar bisa membuat diri anda bisa segar dan mood pun bisa kembali baik. Untuk melakukan liburan sebelum berangkat pasti ada saudara taupun kerabat kita yang ingin di belikan oleh-oleh khas daerah atau tempat yang akan anda kunjungi. oleh-oleh tersebut tentunya suatu hal yang unik dan merupakan ciri khas daerah yang akan anda kunjungi.
Jika ingin mencoba suatu hal yang unik dan sudah menjadi ciri khas daerah yang akan di jadikan oleh-oleh, di Indonesia sendri memiliki banyak sekali daerah-derah yang memiliki keunikan dan ciri khas dari daerah tersebut. salah satu daerah yang memiliki keunikan dan ciri khas mulai dari makanan, souvenir dan juga kerajinan tangan yang unik dan patut untuk di jadikan oleh-oleh yaitu di Blitar provinsi Jawa Timur.";oleh-oleh;Pusat Oleh-Oleh Khas Blitar;Blitar;4.4
100;-8,1473297;112,1575739;Jl. Masjid No.44, Rejowinangun, Kademangan, Blitar, Jawa Timur 66161;Blitar adalah kota proklamasi, karena di sanalah Bapak Proklamator Republik Indonesia dilahirkan dan bersemayam. Sebagai identitas Indonesia yang memiliki banyak aneka ragam kekayaan bangsa, Blitar menyimpan banyak akan kekayaan wisata kulinernya.;oleh-oleh;cita rasa oleh-oleh khas blitar;Blitar;5.0
101;-8,0931142;112,178264;Jl. Sudanco Supriyadi No.27, Bendogerit, Sananwetan, Kota Blitar, Jawa Timur 66133;cakron souvenir merupakan tempat menjual barang seperti dakrondengan kualitas terbaik, serta membuat seperti gantungan , bantal, dll;oleh-oleh;Cakron Souvenir;Blitar;4.6
102;-8,1087511;112,1671318;Jl. Veteran No.201, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134;ada tempat namanya pusat oleh-oleh khas blitar. AMANAH yang menjual sagon, opak gambir,koyah kacang ijo, sambel pecel, peyel wajik kletik ,dll;oleh-oleh;Pusat Oleh-oleh Amanah;Blitar;4.4
103;-8,1066049;112,1697664;Jl. Timor No.68, Sananwetan, Kota Blitar, Jawa Timur 66137;batik khas blitar terletak di sananwetan kota blitar;oleh-oleh;Batik Khas Blitar - Santo;Blitar;3.7
104;-8,0967054;112,1417856;Jl. Tj. No.24, Pakunden, Sukorejo, Kota Blitar, Jawa Timur 67122;secara kualitas dan mutu, kain batikyang dihasilkan oleh masyarakat Blitar secara keseluruhan tidak kalah bagus dengan batik tulis dari daerah lain. Batik Blitar sendiri umumnya memiliki kekhasan corak tersendiri yang berbeda satu-sama lain, baik dari segi motif, ragam hias, dan juga warnanya yang disesuaikan dengansumber daya alam dan lingkungan yang ada di daerah tersebut.;oleh-oleh;Batik Khas Blitar Elysabeth;Blitar;4.8
105;-8,1006292;112,1645408;Jl. Kenanga, Kepanjen Kidul, Kepanjenkidul, Kota Blitar, Jawa Timur 66117;Resep Es Pleret Khas Kota Blitar Paling Segar&ndash Es Pleret adalah sebuah minuman dingin yang sangat menyegarkan ketika anda sedang dalam suasana panas, atau saat lelah. Minuman ini pasti sudah tau asalnya, karena memang minuman ini sangat terkenal sekali dibeberapa daerah yang memang sangat dekat dengan kota blitar ini. Pembuatan es blitar ini sebenarnya karena banyak sekali permintaan orang untuk menyajikan resep minuman yang sangat dan paling segar, oleh karena itu dibuatlah resep es pleret yang sangat segar dan nikmat;oleh-oleh;Es Pleret Khas Blitar;Blitar;4.1
106;-8,091804;112,16257;Jangan sungai hulu timur no 3 kelurahan kauman  kec kepanjen kidul kota blitar;Nasionalism adalah pusat oleh oleh khas blita. Galeri yang menyediakan kaos kahs blitar, jajanan dan kerajinan asli kota proklamator;oleh-oleh;Nasionalism;Blitar;4.7
107;-8,0486491;112,0882628;Ds.kawedusan Kec.Ponggok;Wisata Lengkeh Gunung Pegat secara administratif masuk dalam wilayah Desa Kawedusan, Kec. Ponggok, Kab. Blitar. Obyek wisata ini dikenal pula sebagai tandem paralayang karena sering digunakan para pecinta olahraga paralayang Blitar untuk lepas landas. Pintu masuk wisata Gunung Pegat ini berada pada lembah diantara Gunung Pegat timur dan Gunung Pegat barat yang lazim disebut Lengkeh oleh warga setempat. Dahulu kawasan Lengkeh ini kental dengan mitos bahwa pasangan suami istri baru yang melintasinya akan bercerai atau dalam bahasa jawa disebut pegatan;wisata alam;Bukit Lengkeh Gunung Pegat;Blitar;4.4
108;-8,1648065;112,1288674;Ds. Dawuhan Kec. Kademangan;Bukit bunda adalah salah satu tempat baru yang potensial untuk di kunjungi oleh para wisatawan. tempat ini mempunyai pemandangan khas bukit kapur Blitar selatan, selain itu tempat ini mempunyai beberapa area yang bisa di gunakan wisatawan untuk berkegiatan outbond, bersantai bersama keluarga, dan menjelah perbukitan menggunakan mobil 4x4 yg di sediakan.;wisata alam;Bukit Bunda;Blitar;3.8
109;-8,1695015;112,1495627;Ds. sumberjati Kec. Kademangan;"Bukit Bonsai Watu Lawang dikenal dengan banyak nama, ada yang menyebutnya Tumpakwaru dan ada pula yang menyebutnya Bukit Suharto. Penyebutannya sebagai Bukit Suharo tak lepas dari peristiwa bersejarah, yakni peresmian Moumen KNPI oleh Presiden Suharto pada tahun 1989. Pada bukit ini pernah dibangun bangunan-bangunan megah untuk Presiden Suharto. Setelah bergulirnya waktu bukit ini sempat terbengkalai.Bukit Suharto kembali bergeliat dengan nama barunya Bukit Bonsai Watu Lawang. Bukit yang mulanya gersang, kini dikembangkan menjadi salah satu destinasi wisata. Sejumlah photo booth unik kini menghiasi sudut-sudut bukit. Mulai dari yang berbentuk perahu hingga bulan sabit, dan masih banyak bentuk-bentuk unik lainnya. Sejumlah fasilitas pendukung seperti kantin dan toilet juga tampak melengkapi kawasan ini. Bukit Watu Lawang diresmikan pada 3 Desember 2017. Bukit ini terletak di Desa Sumberjati, Kademangan, Kab. Blitar. Bukit ini terletak tak sebegitu jauh dari<a href=""https://travellersblitar.com/candi-simping-blitar/"">Candi Simping. Rute menuju Watu Lawang adalah sebagai berikut: Blitar &ndash Kademangan &ndash Ikuti arah<a href=""https://travellersblitar.com/pantai-tambakrejo-blitar-bukan-sekedar-panorama-alam/"">Pantai Tambakrejo&ndash Sampai pertigaan SPBU Sumberjati belok kiri &ndash pertigaan di timur Candi Simping belok kanan &ndash ikuti jalanan menanjak, Watu Lawang terletak di kiri jalan";wisata alam;Bukit Bonsai Watu Lawang;Blitar;4.1
110;-7,9588812;112,2401717;Ds. Sumberasri, Kec. Nglegok;Gardu Pandang Sumberasri terletak di atas sebuah bukit di sekitar Perkebunan Gambar, tepatnya di sisi barat Gunung Kelud. Gardu Pandang ini secara administratif berada di dalam wilayah Desa Sumberasri, Kec. Nglegok, Kab. Blitar. Berjarak sekitar 21 km dari Kota Blitar. Rute menuju Gardu Padang Sumberasri sebagai berikut: Blitar Nglegok  Kawasan Wisata Candi Penataran&ndash Desa Kedawung &ndash Desa Sumberasri &ndash Tugu Garuda di pertigaan Sumberasri belok ke kanan Ikuti jalan sampai dengan lokasi gardu pandang. Rute ini lebih aman namun sedikit memutar dengan kondisi jalan yang ramai dengan lalu-lalang truk pasir. Ada rute yang lebih pendek namun sedikit berbahaya dan tidak direkomendasikan untuk dilalui saat cuaca buruk. Rute pendek tersebut adalah sebagai berikut: Blitar &ndash Nglegok Pertigaan sebelum Kawasan Wisata Candi Penataran belok ke kanan &ndash Dam Kali Bladak &ndash Perkebunan Gambar &ndash Gardu Pandang. Dam Bladak adalah zona berbahaya dan tidak direkomendasikan untuk dilewati saat cuaca buruk karena rawan terdampak lahar dingin Gunung Kelud;wisata alam;Bukit Teletubbies (Gardu Pandang);Blitar;4.4
111;-8,0695284;112,4019109;Ds.kemirigede kec.Kesamben;Wisata Hutan Pinus Lereng Gogoniti atau lazimnya disebut Wisata Gogoniti secara administratif terletak di Gunung Gogoniti, Desa Kemirigede, Kec. Kesamben, Kab. Blitar. Sesuai dengan namanya, obyek wisata ini menyajikan suasanahutan pinus yang menyejukkan. Selain keasrian alamnya, Wisata Gogoniti juga memiliki sejumlah spot menarik seperti gapura selamat datang yang iconic, sejumlah hammock dan tempat duduk yang tersebar di antara pohon-pohonpinus, rumah pohon, dan sejumlah kedai makanan.Benar-benar tempat ngadem yang recommended;wisata alam;Hutan Pinus Gogoniti;Blitar;4.2
112;-8,1532263;112,2675547;Ds. kaulon Kec. Sutojayan;KALOKA singkatan dari KERATON Alas Lodoyo Kaulon. Sebelum dikembangkan sebagai wana wisata, kawasan Kaulon ini memang telah dikenal olehpara travelers karena merupakan jalur alternatif menuju Pantai Jolosutro. Pemandangan di hutan ini cukup indah, pepohonannya tampak berjajar apik memayungi ruas jalan bak terowongan alam. Kini di Kaulon telah dikembangkan wisata KALOKA yang mengambil tempat di pinggiran hulu Bendungan Wlingi Raya. Rute menuju wisata KALOKA adalah sebagai berikut: Kota Blitar &ndash Pendopo Kanigoro &ndash Perempatan Kanigoro ke kanan (Selatan) &ndash Pertigaan setelah Jembatan Kali Brantas ke kiri (Timur) &ndash Ikuti jalan hingga masuk kawasan hutan Kaulon &ndash Wisata KALOKA terletak di kiri jalan;Taman;Kaloka;Blitar;3.8
113;-7,983398;112,414175;Ds. Ngadirenggo Kec. wlingi;Puncak Kejora merupakan wana wisata berupa view deck. Letaknya tak jauh dari Wisata Agro Sirah Kencong. Bahkan view deck Bintang yang merupakan spot andalan dari wana wisata ini bisa dilihat dengan jelas dari jalanan menuju Sirah Kencong. Di kawasan Puncak Kejora ini terdapa tiga view deck yang telah dan akan dikembangkan, di antaranya adalah view deck bintang, view deck Gunung Buthak, dan view deck Gunung Kelud(dalam pengembangan). Masing-masing view deck menyuguhkan pemandangan yang berbeda. View deck Buthak dan Kelud masing-masing menghadap ke Puncak Buthak dan Kelud, sedangkan view deck bintang menghadap ke arah dataran rendah. Di antara view deck yang ada, view deck Bintang memiliki landscape pemandangan yang paling luas. Dari sini para traveler sekalian dapat melihat deretan gunung-gunung di selatan Pegunungan Kawi. Berturut-turut ada Gunung Gogoniti, Gunung Bathok, Gunung Kajang (Pagergunung) hingga Gunung Kidul yang menjadi batas pulau jawa dengan mahasamudera.;wisata alam;Puncak Kejora;Blitar;3.9
114;-7,9912259;112,220542;Ds. Penataran Kec. Nglegok;Wisata Alam Paco merupakan sebuah destinasi wisata berupa telaga alami yang terletak di antara rerimbunan pohon karet bolu raksasa. Kawasan ini awalnya merupakan tempat tampungan air irigasi, namun karena memiliki suasana dan panorama yang menjanjikan. Wisata Alam Paco secara administratif terletak di Desa Panataran, Kec. Nglegok, Kab. Blitar. Lokasi obyek wisata ini cukup strategis karena berada di antara Kawasan Wisata Candi Penataran dan Candi Gambar Wetan. Selain itu, lokasi obyek ini juga berada di pinggir jalur alternatif Blitar &ndash Obyek Wisata Gunung Kelud Kediri. Secara umum rute menuju Wisata Alam Paco adalah: Blitar  Nglegok pertigaan sebelum pintu masuk Kawasan Wisata Penataran belok ke kanan (ke arah Perkebunan Candi Sewu) &ndash Wisata Alam Paco terletak di kiri jalan;wisata alam;Telaga Pacuh;Blitar;3.9
115;-8,0538506;112,0992952;Ds.kawedusan Kec.Ponggok;negeri dongeng merupakan wahana wisata yang berisikan miniatur landmark terkenal dari berbagai negara, seperti menara eifel, patung liberty, candi borobudur dll;Taman;Negeri Dongeng;Blitar;4.2
116;-7,9917741;112,3424759;Ds. Semen Kec. Gandusari;Kampung yang terletak di Semen, Gandusari, Blitar, Jawa Timurini memang memiliki keindahan yang luar biasa. Bagi kamu yang ingin berlibur bersama keluarga namun masih bingung ingin pergi ke tempat wisata seperti apa, coba deh berkunjung ke kampung wisata yang satu ini. Dan tempat wisata ini cocok banget untuk berkumpulnya keluarga.kampung Wisata Ekologis Puspa Jagad ini memang memiliki keindahan yang sangat luar biasa dan memiliki fasilitas yang cukup lengkap, disini kamu bisa berkumpul ria bersama keluarga dan juga bisa mencoba segala wahana yang ada di dalam Kampung Wisata Ekologis Puspa Jagad ini, bagi kamu yang penasaran, langsung aja deh pergi kesana;wisata edukasi;KWE Puspa Jagad;Blitar;4.5
117;-8,0064899;112,2276773;Dsn. Karanganyar Ds.Modangan Kec. Nglegok;Kampung Melon atau Kampoeng Melon merupakan salah satu desa wisata berbasis agro dengan komoditi melon sebagai daya tarik andalannya. Kawasan wisata ini secara administratif masuk dalam wilayah Dusun Karaganyar, Desa Modangan, Kec. Nglegok, Kab. Blitar. Posisinya cukup strategis karena cukup dekat dengan Kawasan Wisata Candi Penatarandan sejalur dengan Perkebunan Kopi Karanganyar. Berikut rute menuju Kampung Melon: Kota Blitar Nglegok &ndash Pertigaan Pasar Penataran belok kanan &ndash Perempatan Kantor Desa Modangan belok kiri &ndash Ikuti jalan hingga masuk kawasan Wisata Kampung Melon.;wisata agro;kampung Melon;Blitar;4.9
118;-8,2535504;112,2694836;Ds. Panggungrejo Kec. Panggungrejo;"Kedung Golek merupakan sebuah jurug atau air terjun yang terletak di Desa Panggungrejo, Kec. Panggungrejo Kab. Blitar. Setelah dikembangkan jurug ini diberi nama Air Terjun Bidadari.
Rute untuk menuju ke lokasi air terjun cukup mudah. Dari Blitar arahkan perjalanan ke Sutojayan &ndash arah Pantai Serang &ndash Desa Panggungrejo &ndash Tugu Pancasila Panggungrejo lurus saja ( jika belok kiri arah ke Pantai Serang dan pehpulo) sampai ada SD 7 Panggungrejo kiri jalan &ndash belok kanan ikuti jalan tanah dan rabat beton sampai jalan menurun agak tajam";wisata alam;Air Terjun Bidadari;Blitar;4.0
119;-7,996926;112,240388;Dsn. Karanganyar Ds.Modangan Kec. Nglegok;"Perkebunan Kopi Karanganyar secara administratif terletak di Dusun Karanganyar, Desa Modangan, Nglegok, Kab. Blitar. Letak perkebunan ini cukup strategis karena berada tak jauh dari<a href=""https://travellersblitar.com/candi-penataran-blitar-menapaki-kemegahan-adhiluhung-leluhur-nusantara/"">Kawasan Wisata Penatarandan sejalur dengan beberapa destinasi wisata Blitar utara lainnya. Untuk menuju Perkebunan Karanganya berikut rute yang bisa digunakan: Pertigaan Pasar Penataran ambil kanan ke arah Desa Modangan &ndash Sesampai perempatan Kantor Desa Modangan ambil kiri searah dengan petunjuk arah menuju<a href=""https://travellersblitar.com/arca-warak-tanda-sejarah-dari-desa-modangan-blitar/"">Arca Warakdan Kampoeng Melon &ndash Ikuti jalan yang tersedia hingga tiba di kawasan Perkebunan Karanganyar";wisata edukasi;Kebun Kopi karanganyar;Blitar;4.4
120;-8,1474211;112,1574692;Ds. Rejowinangun Kec. Kademangan;omah jenang merupakan wisata edukasi ngudek jenang/mengaduk jenang blitar.Selain menyediakan Jenang, Madumongso, Wajik Klethik, Wajik Ketan di outlet kami juga menyediakan berbagai macam jajanan khas lainnya,antara lain  Geti, Sambel pecel, sagon, aneka kripik buah,kue roti,opak ladu,rengginang, carang mas, manco, kripik tempe;wisata edukasi;Omah jenang;Blitar;4.5
121;-7,9730441;112,4364437;Ds. Ngadirenggo Kec. wlingi;Obyek wisata ini dikenal memiliki keindahan alam yang tiada duanya, dikenal menyimpan peninggalan benda cagar budaya yang adiluhung, dan dikenal pula memiliki medan yang menantang. Inilah Wisata Agro Sirah Kencong. Terletak pada ketinggian 1000 m dpl, secara administratif masuk dalam wilayah Desa Ngadirenggo, Kec. Wlingi, Kab. Blitar, berada dalam pengelolaan PT. Perkebunan Nusantara XII.;wisata alam;Perkebunan Sirah Kencong;Blitar;4.5
122;-8,13904466;112,2095704;Desa Karangsono Kecamatan Kanigoro Kabupaten Blitar;Kawasan wisata aryo kusumo adalah gabungan dari berbagai konsep wisata yang ada mulai dari kuliner, wisata kebun (Belimbing, Jambu Biji Merah dan Markisa), wisata produksi pengolahan berbagai macam makanan dan minuman organik, serta berbagai macam kerajinan tangan.Tidak hanya itu saja wisata Aryo Kusumo ini berbasis masyarakat dengan mengembangkan kearifan lokal di mana wisatawan tidak terbatas di pusat pengembangan wisata agro, namun bisa menikmati langsung di kebun milik masyarakat sekitar.;wisata agro;Agro Wisata Aryo Kusumo Karangsono;Blitar;4.3
123;-8,0996858;112,1474422;Jl. Tanjung No.160 , Kota Blitar, Jawa Timur;Secara kualitas dan mutu kain batik yang dihasilkan oleh masyarakat Blitar secara keseluruhan tidak kalah bagus dengan batik tulis dari daerah lain. Batik Blitar sendiri umumnya memiliki kekhasan corak tersendiri yang berbeda satu-sama lain, baik dari segi motif, ragam hias, dan juga warnanya yang disesuaikan dengansumber daya alam dan lingkungan yang ada di daerah tersebut;oleh-oleh;Batik Khas Blitar Mawar Putih;Blitar;4.7
124;-7,319116815542;112,761887303413;Jl. Tenggilis Mejoyo Utara III No.1, Tenggilis Mejoyo, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60292;Tempat nongkrong modern anak ubaya dan sekitarnya, tempat nyaman, bersih dengan harga terjangkau;Tempat Nongkrong;Keos Territory;Surabaya;4.7
125;-7,325826254283;112,780922173017;Jl. Dr. Ir. H. Soekarno No.431, Penjaringan Sari, Kec. Rungkut, Surabaya, Jawa Timur 60297;Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi;Tempat Nongkrong;JOKOPI - Merr;Surabaya;4.5
126;-7,283773460518;112,746413473017;Jl. Dinoyo No.83 B, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265;Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi;Tempat Nongkrong;JOKOPI - Dinoyo;Surabaya;4.6
127;-7,261273293674;112,747606551785;Jl. Ketabang Kali No.51 A, Kel. Ketebang, Kec. Genteng, Surabaya, Jawa Timur 60272;Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi;Tempat Nongkrong;JOKOPI - Ketabang Kali;Surabaya;4.6
128;-7,284704794654;112,736373649810;Jl. Untung Suropati No.85, DR. Soetomo, Kec. Tegalsari, Surabaya, Jawa Timur 60264;Tempat nongkrong yang menjual es kopi dan berbagai macam varian minuman segar non-kopi;Tempat Nongkrong;JOKOPI - Untung Suropati;Surabaya;4.5
129;-7,340981379930;112,785384013492;Jl. Dr. Ir. H. Soekarno, Tambak, Gn. Anyar, Kec. Gn. Anyar, Surabaya, Jawa Timur 60294;Tempat nongkrong yang menjual berbagai minuman dan makanan ringan maupun berat, cocok untuk anda yang sedang sedih maupun bahagia. Tersedia live music setiap hari;Tempat Nongkrong;Bento Kopi ;Surabaya;4.3
130;-7,273773122678;112,755341604300;Jl. Gubeng Kertajaya VII H No.4, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286;Tempat nongkrong yang cocok untuk mengerjakan tugas dengan suasana tenang;Tempat Nongkrong;Kedai Loteng;Surabaya;4.7
131;-7,289881652516;112,788290357671;Jl. Arief Rahman Hakim No.181, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111;Tempat nongkrong yang instagrammable dan cozy cocok untuk mengerjakan tugas, kumpul bersama teman dan pasangan.;Tempat Nongkrong;AADK Coffee & Eatery (AR. Hakim)4.8;Surabaya;4.8
132;-7,265276468621;112,737946169313;Jl. Tegalsari No.24, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60262;Tempat nongkrong yang instagrammable dan cozy cocok untuk mengerjakan tugas, kumpul bersama teman dan pasangan.;Tempat Nongkrong;AADK Coffee & Eatery (Tegalsari);Surabaya;4.6
133;-7,314427607514;112,736801505088;Jl. Margorejo No.60e, Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60238;Tempat nongkrong yang instagrammable dan cozy. Tidak cocok untuk mengerjakan tugas dan hanya memiliki space ruangan yang kecil;Tempat Nongkrong;Tanah Kopi;Surabaya;4.6
134;-7,278166903873;112,745213117193;Jl. Bagong Tambangan No.32, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246;Tempat nongkrong yang memiliki harga makanan dan minuman murah meriah. Cocok untuk nobar sepakbola (khususnya nobar persebaya);Tempat Nongkrong;Warkop Pitulikur;Surabaya;4.5
135;-7,279383973979;112,749107084656;Jl. Flores No.31, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246;Tempat nongkrong dengan harga murah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas;Tempat Nongkrong;Warkop Bukan Hanya Kopi;Surabaya;4.4
136;-7,295336281368;112,757579017193;Jl. Bratang Binangun I No.38, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284;Tempat nongkrong modern yang memiliki tempat nyaman, bersih dengan harga terjangkau;Tempat Nongkrong;Distrik Metropolitan;Surabaya;4.5
137;-7,286188881763;112,740437988358;Jl. Bintoro No.7, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265;Angkringan khas surabaya dengan penjual yang ramah. Cocok untuk orang yang sedang sedih sambil menikmati aneka macam jajanan dan sate-satean;Tempat Nongkrong;Angkringan Cak Mis;Surabaya;4.6
138;-7,277472039871;112,754346504755;Jl. Kertajaya No.67, RT.001/RW.03, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286;Tempat nongkrong dengan harga menengah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas dan tersedia live music;Tempat Nongkrong;Serlok Kopi Kertajaya;Surabaya;4.3
139;-7,259595393532;112,795300799999;Jl. Raya Mulyosari No.38, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60113;Tempat nongkrong dengan harga menengah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas dan tersedia live music;Tempat Nongkrong;Serlok Kopi Mulyosari;Surabaya;4.4
140;-7,311496947276;112,688404142328;Jl. Raya Wiyung No.484, Wiyung, Kec. Wiyung, Surabaya, Jawa Timur;Tempat nongkrong dengan harga menengah, tempat luas, banyak stop kontak. Cocok untuk mengerjakan tugas dan tersedia live music;Tempat Nongkrong;Serlok Kopi Wiyung;Surabaya;4.7
141;-7,333222761300;112,786530092948;Jalan Raya, Jl. Dr. Ir. H. Soekarno Merr No.678, Gn. Anyar, Kec. Gn. Anyar, Surabaya, Jawa Timur 60294;Tempat nongkong dengan harga kurang terjangkau, tempat bersih dan luas. Cocok untuk acara gathering;Tempat Nongkrong;Cafe Bicopi ;Surabaya;4.5
142;-7,318344767763;112,744202701850;Jl. Margorejo Indah No.A-134, Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60238;Tempat nongkong dengan harga kurang terjangkau, tempat bersih dan luas. Cocok untuk acara gathering;Tempat Nongkrong;Kopisae Margorejo;Surabaya;4.6
143;-7,300025383543;112,775601915343;Jl. Semolowaru No.77, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119;Tempat nongkrong yang cocok untu beramai-ramai karena tempat luas.;Tempat Nongkrong;Warkop AJ;Surabaya;4.3
144;-7,196855318058;112,730725556443;Jl. Jamrud Utara No.101 B, Perak Utara, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60165;Tempat wisata unik dengan harga tiket masuknya bervariasi, mulai dari Rp10 ribu hingga Rp50 ribu. Tiket Rp50 ribu memungkinkan Anda mendapatkan akses yang lebih dekat ke tepi laut. Tempat wisata Surabaya ini terbilang unik dan tentunya menjadi pengalaman baru bagi Anda yang berasal dari luar kota.;Tempat Wisata;Surabaya North Quay;Surabaya;4.4
145;-7,265387829225;112,750289106746;Jl. Pemuda No.39, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271;Kota Surabaya memiliki monumen terbesar di Asia, yaitu Monumen Kapal Selam (Monkasel). Monumen ini dibangun sebagai wujud mengabadikan sejarah perjuangan Indonesia melawan penjajah sekaligus pelestarian warisan negara. Cocok bagi pengunjung yang tertarik dengan sejarah ;Tempat Wisata;Surabaya Submarine Monument;Surabaya;4.5
146;-7,293940812676;112,801772079757;PR42+8MH, Jl. Raya Marina Asri, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111;Wisata di tengah kota yang bisa Anda nikmati secara gratis dan buka selama 24 jam. Suhu udara kota yang cukup panas menyebabkan tempat wisata ini menjadi destinasi yang tepat pada siang hari. Wisata Surabaya kota ini menjadi tempat nongkrong yang asyik sekaligus sebagai spot lokasi berfoto yang Instagramable.;Tempat Wisata;Hutan Bambu Keputih Surabaya;Surabaya;4.3
147;-7,295747081559;112,736593306747;Jl. Setail No.1, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60241;Kebun binatang di Surabaya ini memiliki beberapa fungsi bagi para pengunjung, di antaranya fungsi edukasi, rekreasi, konservasi, dan mendukung aktivitas riset para peneliti. Biaya tiket masuk ke kebun binatang ini sebesar Rp15 ribu belum termasuk tiket aktivitas tambahan di dalam kebun binatang. Misalnya Anda yang ingin menyuapi komodo atau buaya harus membayar tiket lagi sebesar Rp15 ribu.Tempat wisata ini cocok jadi tujuan wisata keluarga dan menjadi tempat liburan edukatif bagi anak-anak.;Tempat Wisata;Surabaya Zoo;Surabaya;4.4
