_id,description
123,"Secara kualitas dan mutu kain batik yang dihasilkan oleh masyarakat Blitar secara keseluruhan tidak kalah bagus dengan batik tulis dari daerah lain. Batik Blitar sendiri umumnya memiliki kekhasan corak tersendiri yang berbeda satu-sama lain, baik dari segi motif, ragam hias, dan juga warnanya yang disesuaikan dengansumber daya alam dan lingkungan yang ada di daerah tersebut"
124,"Memiliki ciri khas berupa monumen berbentuk apel dan bianglala, tempat ini menjadi lokasi wisata murah meriah bagi warga Batu dan sekitarnya"
125,"Selain berbagai jenis kendaraan kuno dan spot foto cantik, Museum Angkut juga punya Pasar Apung Nusantara. Ini adalah spot wisata kuliner di mana pengunjung bisa bersantai sambil menikmati jajanan di saung-saung di atas sungai atau berkeliling naik perahu seperti pedagang di pasar terapung beneran."
126,"ni adalah taman bermain terbesar pertama di Jawa Timur, Anda bisa mencoba berbagai jenis wahana ramah anak sampai wahana ekstrem seperti drop train, flying tornado, sky ride, dan volcano coaster. Ada Bagong Adventure Museum Tubuh dan Museum D'Topeng juga"
127,Inilah Pasar Parkiran yang bisa dijadikan pilihan hiburan malam murah meriah. Tempat ini tampil semarak di malam hari berkat lampion cantik dan lampu warna-warni
128,"Objek wisata Batu yang satu ini punya Batu Secret Zoo dan Eco Green Park yang pasti disukai anak-anak, Ada juga akuarium dengan berbagai jenis ikan, pulau harimau, rumah terbalik, fantasy land, dan river adventure yang tak kalah seru. Buat akomodasi, ada Pohon Inn Hotel yang memiliki desain bangunan unik seperti rumah pohon raksasa"
129,"Taman hiburan ini punya Dino Park, Infinite World, Fun Tech Plaza, sampai Museum Musik Dunia"
130,"Goa Pinus sebenarnya adalah bekas lokasi penambangan peninggalan Jepang yang disulap menjadi wisata Batu bernuansa alam nan kekinian. Lengkap dengan berbagai spot foto Instagramable berlatar hutan pinus yang cantik. Mau foto di deretan gubuk jerami, sarang burung raksasa, balon udara, atau gardu pandangnya?"
131,"Predator Fun Park yang bermaskot buaya unyu merupakan taman hiburan dengan tema reptil yang berlokasi di Jalan Raya Tlekung 315, Kecamatan Junrejo, Batu. Tempat ini punya berbagai jenis wisata edukatif yang menarik buat anak. Mulai dari galeri buaya, croco train, waterboom, outbond, family fun house, hingga saung angklung"
132,"Buat wisata Batu di malam hari yang meriah, coba mampir ke Batu Night Spectacular (BNS) bersama keluarga. Ada berbagai jenis wahana permainan seru yang bisa dicoba. Sekadar jajan atau menikmati keindahan Lampion Garden juga bisa."
133,"Jalan Gunung Banyak adalah tempat wisata Batu yang disukai anak muda, karena di sini ada suguhan city view yang cantik dinikmati saat siang hari ataupun malam hari. Selain wisata paralayang, di sini juga ada Omah Kayu yang menawarkan spot foto keren dengan pemandangan hutan hijau dari ketinggian."
134,"Puncak Payung ini sebenarnya cuma deretan warung tempel yang berdiri di tepi jurang berkelok. Letaknya di perbatasan Kelurahan Songgokerto dan Kecamatan Pujon, Malang. Makanan yang ditawarkan sederhana, biasanya jagung bakar, mi instan, atau bakso. Satu hal yang menjadikan kulineran di sini istimewa adalah udara sejuk dan pemandangan hutan bambu di belakangnya"
135,Wisata air terjun Coban Rais yang dulunya cuma terkenal buat kemah dan outbond kini sudah bersolek menjadi objek wisata Batu Instagramable yang ramai dikunjungi anak muda maupun keluarga. Di sini ada Batu Flower Garden yang menawarkan spot foto keren.
136,"Batu Love Garden yang menawarkan keindahan 600 spesies bunga dalam tatanan topiari, rumah kaca, hingga padang bunga. Objek wisata Batu yang dikenal juga dengan nama BALOGA ini dibangun di atas lahan seluas 7 hektar yang beralamat di Jalan Raya Pandanrejo nomor 91."
137,"Sama seperti Coban Rais yang dulu cuma populer sebagai tempat kemah, Coban Talun juga sudah disulap menjadi objek wisata Batu yang kekinian. Lengkap dengan taman bunga yang ditata serasi dan resort model perkampungan suku Apache yang cocok buat berlibur bersama keluarga"
138,"Ada juga Coban Putri yang mungkin masih kalah pamor dari Coban Rais dan Talun. Lokasinya di Desa Tlekung, Kecamatan Junrejo. Tempat ini punya air terjun kembar yang cukup unik, Ada juga fasilitas offroad, panjat tebing, flying fox, dan camping ground yang bisa dijajal. Mau foto aesthetic buat Instagram? Ada banyak spot foto menarik seperti tangan dewa, ayunan, hingga bintang"
139,"Selecta adalah objek wisata Batu lawas yang sampai sekarang masih ramai dikunjungi warga Batu dan sekitarnya. Taman bunganya yang senantiasa asri menjadi daya tarik utama. Biasanya, tempat ini dipilih untuk lokasi piknik bersama keluarga."
140,Kusuma Agrowisata menawarkan wisata petik buah yang pas dikunjungi bersama keluarga. Di objek wisata Batu yang satu ini juga ada wahana air Kusuma Waterpark untuk menyegarkan diri bersama anak-anak
141,"Cangar adalah objek wisata Batu yang menawarkan kolam-kolam air panas alami di pegunungan. Cocok untuk berendam sambil bersantai atau terapi kesehatan. Kalaupun tak ingin berendam, pemandangan kebun dan ladang sayuran yang dilewati sebelum mencapai tempat ini saja sudah bikin mata segar"
142,"Batu Wonderland adalah kawasan hotel dan resort yang beralamat di Jalan Imam Bonjol nomor 9, Temas. Namun, di sini juga ada waterpark yang bisa dikunjungi saat liburan bersama keluarga."
143,"Di kawasan wisata Batu, Songgoriti yang terkenal dengan pemandian air panas dan vilanya ada The Onsen, resort yang menawarkan sensasi liburan mewah bergaya Jepang,Suasananya memang dibuat persis seperti onsen di negeri sakura. Kalau tak kepingin menginap, sekadar berkunjung dan foto-foto di jembatan kayu atau torii merah dengan yukata sewaan juga boleh"
144,Kaliwatu Rafting menawarkan paket wisata arung jeram dan aktivitas outdoor lainnya. Pengunjung tinggal memilih paket wisata yang diinginkan. Biasanya sudah mencakup arung jeram dan menginap.
145,"Brakseng punya banyak spot foto cantik. Ada juga tempat makan dan ngopi santai sambil menikmati pemandangan kebun hijau membentang. Pastikan Anda mampir ke kawasan ini saat tidak sedang musim panen, sehingga seluruh lahan masih terlihat hijau."
146,"Berpusat di Jalan Raya Bung Tomo nomor 19, Bumiaji, Kaliwatu Rafting menawarkan paket wisata arung jeram dan aktivitas outdoor lainnya. Pengunjung tinggal memilih paket wisata yang diinginkan. Biasanya sudah mencakup arung jeram dan menginap."
147,"Berada di dekat jalan raya, membuatnya mudah ditemui dan juga menarik banyak perhatian wisatawan. Salah satu daya tarik pada daerah ini adalah lukisan 3D yang kekinian dan cukup unik serta instagenik"
148,"Bagi para pecinta alam, kota Malang menjadi salah satu kota yang paling tepat untuk dikunjungi. Malang memiliki banyak sumber air yang cukup menakjubkan dan indah. Salah satu sumber air yang patut Anda kunjungi adalah Sumber Jenon. Destinasi wisata ini berada di daerah Area Gunung Ronggo, Tajinan Kota Malang. Akses jalan cukup baik hingga bisa dilalui kendaraan roda empat."
149,Tempat ini mempunyai ombak yang indah dengan suaranya yang sangat menenangkan. Anda dapat menikmati omba di sepanjang bibir pantai yang terbentang sepanjang 2 km tersebut
150,"Pantai ini memiliki gradasi dari tiga warna biru, hijau hingga coklat kemerahan yang dimana akhirnya masyarakat memberi nama pantai ini sebagai Pantai Tiga Warna. Pantai Tiga Warna ini memiliki ombak yang cukup tenang, di sekitar pantai juga dijadikan kawasan rehabilitasi dan konservasi mangrove. Selain itu juga memiliki spot snorkeling bagi para wisatawan. Anda bersama keluarga dan juga teman – teman bisa menikmati indahnya pemandangan bawah laut yang memukau seperti terumbu karang, tanaman laut dan lain lain"
151,Memanjakan mata dengan pemandangan sumber air yang jernih patut untuk dicoba. Mata Air Sumber Sirah menjadi salah satu destinasi yang tepat bagi Anda yang ingin menghabiskan waktu berlibur dengan berwisata ke alam.
152,"Dengan sumber air mata alami dan dikelilingi beberapa pepohonan yang rindang, menjadikan Pemandian Kalireco salah satu tempat untuk menghilangkan rasa penat. Selain dijadikan tempat berenang, pemandian ini banyak digunakan oleh para wisatawan untuk berfoto. Tidak ada tarif untuk pengunjung yang datang."
153,"Desa Pujon Kidul banyak menyajikan kuliner-kuliner khas nusantara, dan tempat berfoto yang sangat menakjubkan. Karena berada di dataran tinggi, tempat wisata hits ini memiliki hawa yang cukup sejuk, Fasilitas yang ditawarkan selain tempat untuk berfoto, Anda juga dapat menikmati area outbound yang sudah tersedia di sana. Anda dapat mengeksplore perkebunan yang berada di sana menggunakan ATV yang tersedia."
154,"Asal usul penamaan pantai ini erat kaitannya dengan batuan karang yang ada di sekitarnya, jika dilihat dari atas dengan menggunakan drone batuan tersebut berbentuk melengkung dengan diapit oleh dua buah bukit, Yang pasti jika dilihat dari ketinggian, bentuknya memang sangat unik dan indah sekali. Paduan warna hijau, biru dan putihnya mempesona"
155,"Daya tarik wisata petik buah terletak pada sensasi dan keseruan pengunjung yang memetik langsung buah yang akan dimakan atau dibawa pulang. Proses panen tersebut menjadi pengalaman tersendiri yang mengasyikkan, apalagi jika mengajak serta keluarga. Selain petik jeruk di Malang, juga terdapat petik buah apel, strawberry dan buah lainnya"
156,Sudah tidak asing lagi bahwa kota Malang dijuluki sebagai kota apel karena di Malang banyak dijumpai kebun buah apel dengan beragam jenis tanaman. Wisata petik apel di kota Batu Malang menawarkan kepada setiap pengunjung yang datang bisa makan buah apel sepuasnya selama berada di lokasi kebun apel dan cukup membeli tiket masuk saja
157,Masjid Tiban Malang sempat menjadi sensasi di Indonesia karena seperti muncul tiba-tiba tanpa diketahui warga sekitar. Banyak yang mengira masjid ini dibangun oleh jin hanya dalam waktu semalam karena kemegahan dan keunikan arsitektur masjid
158,"sebuah destinasi wisata dengan konsep wisata edukasi,Eco Green merupakan salah satu konsep cara mencintai alam agar tak terlalu banyak sampah yang ada di bumi ini"
159,Nama Pulau Sempu menjadi terkenal karena panoramanya yang sangat cantik. Bahkan pulau ini disebut-sebut lebih indah daripada pulau Phi Phi di Thailand yang digunakan sebagai tempat syuting The Beach
160,"Masyarakat atau pengunjung yang datang kesana biasanya sangat suka memanfaatkan bendungan untuk memancing. Jadi anda bisa membawa pancingan anda dari rumah dan mencoba peruntungan anda di Bendungan Sutami. Siapa tahu anda bisa membawa ikan yang banyak. Selain itu kegiatan yang menyehatkan seperti bermain tennis, atau golf juga bisa dilakukan"
161,"Menyediakan fasilitas kolam spa, kolam dengan dasar lantai dari batu-batuan alam ditambah airnya yang dingin dan segar dengan taburan bunga mawar. Konon menurut cerita, dengan mandi di kolam tersebut mempunyai khasiat membuat wajah tampak awet muda. Daya tarik yang khas adalah adanya puluhan kera yang jinak dan bebas berkeliaran di hutan kecil di Wendit dan menghuni di pepohonannya. Beberapa Arca kuno juga dapat dilihat di taman ini. "
162,"Kawasan rekreasi ini memiliki wisata air yang berasal dari sumber alami pegunungan. Konon, wahana air Kolam Tirta Alam dipercaya dapat membuat orang lebih awet muda, yang hingga kini dipercaya oleh masyarakat"
163,"Lembah Indah Malang menjadi objek wisata baru yang sedang hits dengan spot instagenicnya. Tempat yang cocok untuk ngadem bersama keluarga dan orang tercinta saat hari libur tiba di Kota Malang Jawa Timur. Menikmati keindahan alamnya, akan merelaksasi jiwa dan pikiran yang penuh dengan rasa penat. Saat anda liburan di Malang, nikmati keindahan alamnya yang luar biasa untuk mengisi hari libur"
164,Tempat wisata menarik di Malang yang sayang untuk anda lewatkan keindahannya yaitu hamparan pantai cantiknya. Salah satu destinasi menarik di Malang terbaru yaitu Pantai Teluk Asmoro dengan keindahan dan suasana mendamaikan
165,"Salah satunya Jawa Timur Park dengan spotnya yaitu The Bagong Adventure Museum Tubuh dengan koleksi menarik didalamnya. Tidak hanya berlibur, anda bisa belajar mengenai tubuh manusia baik organ luar maupun dalam."
166,Mata air dengan kejernihan bak kristal dan segar akan memanjakan siapa saja yang mengunjunginya. Rasa lelah dan jenuh akan fresh kembali setelah berkunjung ke tempat ini
167,Nikmati sensasi keseruan dan kesegarannya untuk merefresh kepenatan akan sibuknya aktivitas setiap hari
168,"Mengisi waktu dengan hunting foto, kulineran dan wahana menarik didalamnya bisa anda dapatkan di tempat ini"
169,"Mengisi waktu dengan hunting foto, kulineran dan wahana menarik didalamnya bisa anda dapatkan di tempat ini"
170,Tempat wisata murah di Malang terbaru satu ini rekomended untuk liburan keluarga. Aktivitas hunting foto menjadi hal menarik yang sayang untuk anda lewatkan ketika explore tempat satu ini
171,"Tempat menarik untuk berburu gambar dengan spot terbaiknya, dapatkan pengalaman liburan tak terlupakan di Malang"
172,Keindahan dengan suasana mendamaikan akan memanjakan siapa saja yang mengunjunginya
173,Pantai cantik di Malang selatan yang hits dengan pasir putih bersih dan air laut yang jernih kebiruan. Tempat yang cocok untuk ngadem merelaksasi jiwa serta pikiran yang penuh akan rasa penat di Malang
174,"Saat mencari tempat untuk berkumpul di Sidoarjo, kamu bisa mendatangi Jungkir Balik Coffee. Tempat ini memiliki konsep unik karena menggunakan container dan juga hiasan dengan tema burung hantu.Tempat ini terdiri dari dua lantai. Lantai satu Jungkir Balik Coffee merupakan ruangan semi outdoor dengan atap dan sirkulasi terbuka. Sedangkan di lantai dua, kamu bisa menikmati area outdoor sekaligus menikmati pemandangan Sidoarjo."
175,"Crita Lama Kopi juga bisa menjadi alternatif tempat jika kamu ingin nongkrong di Sidoarjo. Tempat ini memiliki suasana yang nyaman karena memiliki konsep taman. Selain itu, desain tempat ini juga membuat Crita Lama Kopi cocok untuk berfoto. Kamu bisa mengunjungi Crita Lama Kopi jika ingin nongkrong di malam hari. Tempat ini buka dari pukul 4 sore sampai 11 malam."
176,"Jika kamu ingin mengunjungi tempat yang cocok untuk nongkrong sekaligus kerja di Sidoarjo, The Rooster Coffee merupakan tempat yang tepat. The Rooster Coffee memiliki suasana yang tenang dan nyaman sehingga cocok untuk kerja atau bertemu teman. Kamu bisa mendatangi tempat ini dari jam 9 pagi sampai 9.30 malam."
177,"Makmu Sidoarjo memiliki konsep food court. Kamu bisa menikmati berbagai menu yang variatif baik itu makanan tradisional, makanan ringan, makanan berat, bahkan masakan ala barat. Tidak hanya pilihan makanannya yang menarik, Makmu Sidoarjo juga memiliki desain yang cantik. Tempat ini memiliki nuansa menenangkan dari kombinasi warna biru dan putih. Kamu pun bisa berfoto ketika berkunjung ke Makmu Sidoarjo."
178,"Saat berada di pusat Sidoarjo, kamu bisa datang ke The Little A Coffee Shop. Tempat ini berada di tempat strategis yaitu di Jalan Pagerwejo No. 1, Nggrekmas, Pagerwojo, Sidoarjo. Meskipun begitu, suasananya tetap tenang sehingga nyaman untuk nongkrong. The Little A Coffee Shop memiliki konsep vintage. Kamu bisa memilih tempat duduk di 2 lantai yang tersedia. Ruangannya pun terbagi menjadi dua area yaitu indoor dan outdoor."
179,"Omah Oeti Tempat Makan dan Ngopi merupakan tempat nongkrong yang memiliki suasana seperti rumah. Tempat ini memiliki suasana yang nyaman dan cocok dikunjungi pada sore sampai malam hari. Tempat nongkrong ini memiliki konsep angkringan sehingga kamu memiliki banyak pilihan menu. Kopi yang tersedia di tempat ini pun bermacam-macam mulai dari luwak Arabica, Aceh Gayo, kopi Flores, dan lain-lain."
180,"Sesuai namanya, Gila Kopi Prospero merupakan tempat yang cocok bagi kamu penggila kopi. Coffee shop yang telah berdiri sejak tahun 2018 ini sudah populer dan selalu ramai. Bahkan, Gila Kopi Prospero juga memiliki beberapa cabang. Kegiatan ngopi-mu juga akan semakin menyenangkan karena Gila Kopi Prospero memiliki konsep tempat yang unik. Coffee shop ini memiliki ruangan terbuka yang terdiri dari dua lantai sehingga sejuk dan cocok untuk nongkrong."
181,"Tempat nongkrong lainnya yang bisa kamu kunjungi di Sidoarjo yaitu Angkringan Pendopo Wetan. Tempat ini memiliki konsep angkringan dengan bangunan berupa rumah adat khas Jawa. Kamu pun bisa menikmati suasana ala tradisional Jawa di sini. Angkringan Pendopo Wetan menyediakan menu khas angkringan seperti kopi jos, sate, dan nasi kucing. Kamu dapat mengunjungi tempat ini di Jalan Raya Wonoayu, Ngangin, Simoangin-angin, Wonoayu."
182,"Indische 1931 Coffee & Roaster memiliki desain interior dengan konsep vintage yang estetik. Kamu tidak hanya bisa menikmati kopi dan nongkrong namun juga berfoto dengan latar cantik. Suasana cafe ini juga tenang dan nyaman. Kamu pun tidak akan merasa terganggu ketika berbincang dengan teman. Selain itu, kamu juga bisa memilih lokasi tempat duduk yaitu di area indoor atau outdoor."
183,"Di daerah Sidokare, kamu bisa mengunjungi Shuga Cafe. Tempat ini merupakan salah satu cafe terfavorit di kawasan ini. Kamu pun bisa menemui banyak anak muda jika datang ke tempat ini. Shuga Cafe menyediakan berbagai pilihan makanan yang bisa kamu nikmati. Harga makanan di tempat ini pun terjangkau sehingga cocok untuk pelajar atau mahasiswa. Selain itu, porsinya juga cukup banyak."
184,"Vox Populi Coffee bisa kamu pilih sebagai tempat nongkrong saat berada di Sidoarjo. Tempat ini memiliki konsep industrial dengan berbagai tanaman hijau yang terlihat kontras. Desain ini membuat Vox Populi Coffee cocok untuk berfoto. Tempat ini juga cocok dikunjungi jika kamu merupakan pecinta kopi. Vox Populi Coffee menyediakan berbagai menu seduhan kopi. Menariknya, tempat ini juga mempromosikan berbagai jenis kopi di Jawa Timur."
185,"Tempat lainnya di Sidoarjo yang memiliki konsep menarik yaitu House of Dorkas . Dulunya, House of Dorkas berjualan dengan konsep coffee truck sebelum menetap. Sentuhan coffee truck ini pun tetap dipertahankan sehingga cafe ini terlihat menarik."
186,"Masih di sekitaran GOR Delta, tepatnya di Jalan Marathon J4, Magersari, Wismasarinadi, kamu bisa datang ke Cafe Kayu Manis. Cafe ini memiliki tempat dan suasana yang nyaman sehingga cocok untuk nongkrong. Cafe Kayu Manis juga jauh dari keramaian sehingga suasananya lebih tenang. Kamu pun bisa nongkrong tanpa terganggu suara bising kendaraan."
187,"Tempat lainnya di Sidoarjo yang bisa kamu kunjungi bersama teman yaitu Bonk Cafe. Cafe ini memiliki suasana yang cocok bagi anak muda dan kekinian. Di sini, kamu bisa menikmati berbagai menu seperti pempek, nasi goreng, dan lain-lain."
188,"Ame Coffee dikenal sebagai salah satu tempat nongkrong malam di Sidoarjo yang populer dan ramai pengunjung. Saat berkunjung ke Ame Coffee, kamu akan dimanjakan dengan tempat yang nyaman serta desain ruangan yang instagramable. Oleh karena itu, tidak heran jika cafe ini juga banyak dikunjungi bagi para pecinta foto. Selain tempatnya yang menarik untuk dikunjungi, Ame Coffee juga menawarkan banyak menu menarik yang bisa kamu coba. Kamu dapat menikmati berbagai sajian mulai dari snack hingga makanan berat dan juga banyaknya pilihan minuman."
189,"Rekomendasi obyek wisata pertama di Sidoarjo yang akan kita bahas adalah Citra Garden Waterpark. Bagi anda yang berlibur di Sidoarjo dengan keluarga, tempat ini memang sangat cocok untuk anda datangi. Di sana anda bisa menemukan berbagai wahana permainan seru yang menarik untuk dicoba seperti antara lain Under Water Adventure, Swimming Pool, Family Slide, Racer Slide, Multi Structure Slide, dan juga Tube Slide Dry Pool. Selain wahana tersebut, di sana juga ada paket outbond bagi para pengunjung yang tidak kalah menariknya.
"
190,"Selain datang ke tempat wisata yang memiliki banyak wahana permainan, ternyata datang ke obyek wisata religi tidak kalah menariknya. Seperti di Sidoarjo, anda bisa mengunjungi Pura Jala Siddhi Amertha bersama dengan keluarga dan atau teman-teman anda. Tempat bersembahyang umat Hindu yang berada sekitar 2 km dari Juanda ini terlihat sangat besar, megah dan tidak kalah indahnya dengan pura-pura yang ada di Bali. Jadi anda yang ada di Jawa Timur tidak perlu membuang biaya yang mahal untuk pergi ke Bali, cukup datang saja ke obyek wisata Pura Jala Siddhi Amertha."
191,"Selanjutnya anda yang membawa keluarga berlibur ke Sidoarjo wajib membawa mereka ke obyek wisata Taman Dwarakerta Porong yang sangat family friendly. Biasanya saat musim liburan atau akhir pekan, banyak wisatawan yang memenuhi tempat ini. Di sana anda akan disuguhkan arena bermain untuk anak yang seru dan menarik. Dan bagi anda yang gemar berselfie ria, banyak spot-spot untuk berfoto yang bisa anda manfaatkan. Seperti di depan taman yang indah atau di gazebo yang telah disediakan oleh pihak pengelola."
192,"Makam Putri Ayu Sekar Dadu yang merupakan makam yang sangat istimewa di kalangan umat muslim terutama bagi masyarakat asli Jawa. Putri Ayu Sekar Dadu sendiri adalah anak perempuan dari Raja Blambangan sekaligus ibu kandung dari salah satu penyebar agam Islam di Tanah Jawa, yaitu Sunan Giri. Biasanya di saat-saat tertentu (contohnya saat selepas Nyadran) makam ini dibanjiri peziarah tidak hanya yang berasal dari Sidoarjo saja, namun juga dari luar kota."
193,"Di Sidoarjo banyak pilihan waterpark yang menarik, seperti yang satu ini, yaitu Jungle Waterpark. Obyek wisata yang menawarkan wahana kolam renang untuk dewasa maupun anak-anak ini biasanya ramai oleh pengunjung saat akhir pekan. Wahana permainan yang bisa anda temukan di sana juga banyak, mulai dari ember raksasa, kolam ombak, seluncur air, dan lainnya. Untuk menuju ke Jungle Waterpark, anda bisa menempuh perjalanan dalam kurun waktu 25 menit perjalanan dari pusat Kota Sidoarjo."
194,"Selanjutnya obyek wisata menarik di Sidoarjo yang akan kita bahas adalah Alas Prambon. Anda bisa datang kesana bersama dengan keluarga terutama anak-anak karena di sana adalah sebuah wisata edukasi yang tentunya menarik dan seru. Di Alas Prambon kemampuan intelegensi, fisik dan mental anak akan dilatih. Tidak hanya itu, anak anda nanti di sana juga akan diajak untuk mengenal berbagai macam hal yang berkaitan dengan pertainan, peternakan, perikanan dan perkebunan sehingga anak anda akan mendapatkan pengetahuan yang mungkin tidak diajarkan di sekolahan. Di sana juga disediakan beberapa jenis outbond, seperti flying fox, jaring merayam, spider web, line bridge, dan ayunan berantai yang tentunya akan sangat disukai anak anda."
195,"Jika anda sedang berlibur ke Sidoarjo, maka sangat tidak lengkap bila anda tidak datang ke tempat yang satu ini, yaitu Sentra Produksi Tas Tanggulangin yang namanya sudah terkenal tidak hanya di Jawa Timur namun se-Pulau Jawa. Tanggulangin memang adalah kawasan di mana anda bisa menemukan banyak sekali toko-toko yang memproduksi tas, dompet, bahkan sepatu dari bahan yang berkualitas. Untuk anda yang suka berbelanja bisa langsung datang kesana karena model yang ditawarkan pun sangat beragam, harganya juga ada yang murah sampai yang mahal."
196,"Berwisata ke tempat di mana anda bisa bermain-main air sepuasnya memang menyenangkan, di Sidoarjo anda bisa datang ke obyek wisata Permata Waterpark Tanggulangin bersama dengan keluarga besar anda saat akhir pekan atau hari libur. Destinasi wisata ini sendiri sudah dilengkapi dengan berbagai jenis wahana permainan air yang seru dan menarik untuk dicoba seperti mulai bak tumpah, family slide, racing slide, sampai dengan flying fox, semuanya telah tersedia di waterpark ini. Pastinya anak anda juga akan betah berlama-lama di waterpark ini."
197,"Untuk anda yang menyukai olahraga yang memerlukan kesabaran yaitu memancing, anda bisa datang ke Delta Fishing bersama dengan kawan anda supaya lebih seru. Di tempat ini para pengunjung bisa menyalurkan hobi memancing di beberapa kolam yang sudah disiapkan oleh pengelola. Setiap kolam yang ada di sana diisi dengan jenis ikan yang tentunya berbeda. Untuk jenis ikannya sendiri di sana ada ikan patin, ikan gurami, ikan bawal, dan juga ada kolam ikan tombro. Tinggal disesuaikan dengan selera anda saja. Untuk anda yang tidak membawa pancingan juga tidak perlu khawatir karena di sana sudah ada persewaan alat memancing. Jika ingin menggunakan fasilitas flying fox, menyeberangi pulau, dan fasilitas playground, pengunjung akan diminta biaya tiket terusan."
198,"Obyek wisata yang tidak jauh lokasinya dari alun-alun Sidoarjo ini tidak kalah menariknya, terutama bagi anda yang suka dengan wisata sejarah. Monumen Jayandaru merupakan monumen kebanggaan dari kota Sidoarjo, seperti Tugu Pahlawan bagi Surabaya dan Monas bagi Jakarta.Biasanya pengunjung yang datang menghabiskan waktu dengan nongkrong sembari melihat-lihat pemandangan kota Sidoarjo, atau anda juga bisa berfoto-foto dengan latar belakang monumen ini sebagai kenang-kenangan yang tidak akan terlupakan."
199,"Anda yang ingin sekedar melepaskan penat setelah bekerja seharian namun tidak mau pergi ke tempat yang terlalu jauh, anda bisa langsung datang ke Alun-alun Sidoarjo bersama dengan keluarga dan teman-teman karena semakin ramai semakin seru. Saat sore hari di tempat ini juga ramai dengan masyarakat sekitar yang ingin menghabiskan waktu bersantai atau sekedar berfoto-foto di area alun-alun yang luas. Para pengunjung di sana juga bisa melakukan kegiatan olahraga seperti jogging santai, bersepeda untuk menjaga agar badan selalu sehat. Di area luar alun-alun anda juga bisa menemukan berbagai pedagang kaki lima yang menjual makanan dengan harga terjangkau."
200,"Mungkin banyak yang belum tahu jika kota Sidoarjo juga punya obyek wisata bahari, yaitu Pantai Kepetingan yang tidak kalah menariknya untuk anda datangi. Di sana anda akan disuguhi pemandangan indah pantai dengan pasirnya yang lembut dan deburan ombak yang memecah karang. Tidak hanya pemandangannya yang indah, Pantai Kepetingan juga menawarkan  wisata hutan bakau, wisata religi, sampai dengan wisata budaya, semuanya dapat dinikmati di pantai ini. Di sana juga biasanya ada upacara Nyadran, yaitu tahunan yang dijalankan sebagai rasa syukur karena rejeki melimpah yang telah didapatkan."
201,"Di Sidoarjo, bagi yang suka dengan coklat bisa langsung datang ke Kebun Coklat Balongbendo. Meskipun obyek wisata ini bernama Kebun Coklat, tapi ternyata tempat ini sebenarnya adalah sebuah kafe yang memang berkonsep kebun coklat untuk lebih menarik pengunjung. Di sana anda bisa menjumpai menu-menu unik yang belum tentu ada di tempat lain seperti, mi cower, mi gobyor, dan berbagai macam olahan kuliner khas nusantara."
202,"Bila anda belum puas dengan obyek wisata yang sudah anda kunjungi di Sidoarjo, anda bisa langsung menuju ke Legok Asri Sukolegok yang adalah sebuah tempat wisata untuk keluarga yang mempunyai berbagai macam fasilitas. Setiap hari libur atau akhir pekan tidak heran jika tempat ini memang sering didatangi oleh para wisatawan yang tidak hanya dari dalam tapi juga luar kota. Dengan luas wilayah sekitar 3 hektar, obyek wisata ini sudah memiliki fasilitas seperti kolam renang, wisata outbond, kolam pancing, gazebo untuk bersantai, tempat makan, area bermain khusus untuk anak – anak, dll. Jika anda ingin menggunakan fasilitas yang tersedia, entah itu kolam renang atau pun memancing di kolam pancing, anda akan dikenai biaya tambahan sebesar Rp. 5000."
203,"Kota Sidoarjo memang bukan Kota Batik. Namun, kota ini telah menjadi salah satu pusat pengrajin batik sejak Tahun 1675. Salah satu daerah yang menjadi pusat kerajinan batik tulis di Sidoarjo ada di Kampoeng Batik Jetis. Bagi anda yang ingin menuju ke obyek wisata belanja ini, dari alun-alun anda hanya perlu menempuh perjalanan dengan waktu sekitar 10 menit saja dengan menggunakan kendaraan pribadi seperti mobil atau motor. Di sana para pengunjung yang datang dapat membeli berbagai macam produk batik dengan harga yang bervariatif. Dari mulai batik kelas standar seharga Rp. 150.000 sampai dengan batik mewah seharga jutaan rupiah. Selain itu di sana juga menawarkan kursus pelatihan membatik bagi anda yang berminat dan ingin tahu lebih jauh tentang seni membatik."
204,"Seperti namanya, tempat makan ini menyediakan menu utama berupa iga bakar, lalu ada lidah bakar, steak ayam, dan aneka minuman yang menyegarkan. "
205,"Ketika sedang berkunjung ke Sidoarjo, jangan sampai lewatkan salah satu makanan khasnya, yaitu Lontong Kupang. Makanan ini berupa ketupat yang disiram dengan sayur kupang yang lezat. Akan lebih lezat lagi, jika makanan ini disantap sedang cuaca panas, dengan segelas es kelapa. "
206,Ikan Bakar Cianjur merupakan salah satu tempat makan di Sidoarjo dan tempat wisata yang bisa jadi referensinya. Restoran ini menyediakan aneka menu masakan sunda yang segar dan gurih. Dijamin cocok di lidah kalian
207,"Kamu pecinta sop buntut? Kalau sedang berada di Surabaya, jangan lupa untuk makan sop buntut langgeng sidoarjo. Di dalamnya ada menu iga penyet, sop iga, nasi rawon, dan masih banyak lagi. "
208,"Masih seputar kuliner khas Sidoarjo yang lezat, kamu bisa pesan rawon Gajah Mada. Tempat ini sangat cocok untuk dikunjungi bersama keluarga, teman, dan saudara yang ingin dinner bareng. "
